Ferguson Fire & Fabrication Price Book    Net Price List
Effective: 2/23/2022    METRO FIRE EQUIPMENT INC
Gemini Trilogie           Abbr     Size                  Description                              Finish     Price Listno               
---------------------------------------------------------------------------------------------------------------------------------------
SBA112,A001JG,HSBAE01,1.5 x 1,"Sway Brace Afcon E 01",Blk,$11.85,09-003-3-01-1-1510
427012,IBNHU,NIPI,1.2 x 6,"NIPPLE IMPORT",Blk,$5.18,02-001-1-03-1-1260
427014,IBNHW,NIPI,1.2 x 7,"NIPPLE IMPORT",Blk,$8.32,02-001-1-03-1-1270
428000,IBNJCL,NCLI,1.5,"NIPPLE, CLOSE, IMPORT",Blk,$3.19,02-001-1-04-1-0015
428002,IBNJK,NIPI,1.5 x 2,"NIPPLE IMPORT",Blk,$3.45,02-001-1-03-1-1520
428003,IBNJL,NIPI,1.5 x 2.5,"NIPPLE IMPORT",Blk,$3.83,02-001-1-03-1-1525
428004,IBNJM,NIPI,1.5 x 3,"NIPPLE IMPORT",Blk,$3.83,02-001-1-03-1-1530
428005,IBNJN,NIPI,1.5 x 3.5,"NIPPLE IMPORT",Blk,$4.30,02-001-1-03-1-1535
428006,IBNJP,NIPI,1.5 x 4,"NIPPLE IMPORT",Blk,$4.30,02-001-1-03-1-1540
428007,IBNJR,NIPI,1.5 x 4.5,"NIPPLE IMPORT",Blk,$5.24,02-001-1-03-1-1545
428008,IBNJS,NIPI,1.5 x 5,"NIPPLE IMPORT",Blk,$5.24,02-001-1-03-1-1550
428009,IBNJT,NIPI,1.5 x 5.5,"NIPPLE IMPORT",Blk,$6.01,02-001-1-03-1-1555
428016,IBNJU,NIPI,1.5 x 6,"NIPPLE IMPORT",Blk,$6.01,02-001-1-03-1-1560
429000,IBNKCL,NCLI,2,"NIPPLE, CLOSE, IMPORT",Blk,$4.33,02-001-1-04-1-0020
429001,IBNKL,NIPI,2   x 2.5,"NIPPLE IMPORT",Blk,$4.96,02-001-1-03-1-2025
429002,IBNKM,NIPI,2   x 3,"NIPPLE IMPORT",Blk,$4.96,02-001-1-03-1-2030
429003,IBNKN,NIPI,2   x 3.5,"NIPPLE IMPORT",Blk,$6.01,02-001-1-03-1-2035
429005,IBNKP,NIPI,2   x 4,"NIPPLE IMPORT",Blk,$6.01,02-001-1-03-1-2040
429006,IBNKR,NIPI,2   x 4.5,"NIPPLE IMPORT",Blk,$6.92,02-001-1-03-1-2045
429007,IBNKS,NIPI,2   x 5,"NIPPLE IMPORT",Blk,$6.92,02-001-1-03-1-2050
429008,IBNKT,NIPI,2   x 5.5,"NIPPLE IMPORT",Blk,$8.10,02-001-1-03-1-2055
429009,IBNKU,NIPI,2   x 6,"NIPPLE IMPORT",Blk,$8.10,02-001-1-03-1-2060
429014,IBNKX,NIPI,2   x 8,"NIPPLE IMPORT",Blk,$13.58,02-001-1-03-1-2080
429710,IBNLCL,NCLI,2.5,"NIPPLE, CLOSE, IMPORT",Blk,$13.53,02-001-1-04-1-0025
429711,IBNLM,NIPI,2.5 x 3,"NIPPLE IMPORT",Blk,$13.86,02-001-1-03-1-2530
429713,IBNLP,NIPI,2.5 x 4,"NIPPLE IMPORT",Blk,$16.31,02-001-1-03-1-2540
429717,IBNLU,NIPI,2.5 x 6,"NIPPLE IMPORT",Blk,$18.68,02-001-1-03-1-2560
NCI040,IBNPCL,NCLI,4,"NIPPLE, CLOSE, IMPORT",Blk,$24.19,02-001-1-04-1-0040
,IBPC,,,"3/8 BLK MI SLD PLUG",Blk,$1.78,
450002,IBR9B,BE,.2,"90 ELL, BRASS",Brass,$3.19,25-001-1-01-1-0002
421142,IBRCDB,RCMI,.5  x .2,"RED COUP MI IMP",Blk,$3.06,01-004-5-02-1-0502
421154,IBRCFD,RCMI,.7  x .5,"RED COUP MI IMP",Blk,$3.31,01-004-5-02-1-0705
421174,IBRCHD,RCMI,1.2 x .5,"RED COUP MI IMP",Blk,$7.76,01-004-5-02-1-1205
421176,IBRCHG,RCMI,1.2 x 1,"RED COUP MI IMP",Blk,$6.75,01-004-5-02-1-1210
421179,IBRCJF,RCMI,1.5 x .7,"RED COUP MI IMP",Blk,$11.13,01-004-5-02-1-1507
,IBRCJH,,,"1-1/2X1-1/4 BLK MI 150# RED COUP",Blk,$8.51,
421196,IBRCKG,RCMI,2   x 1,"RED COUP MI IMP",Blk,$13.38,01-004-5-02-1-2010
,IBRCPL,,,"4X2-1/2 BLK MI 150# RED COUP",Blk,$98.63,
450085,IBRCPLUGF,BPLUG,.7,"PLUG, BRASS",Brass,$3.82,25-005-1-01-1-0007
,IBRLF9D,,,"LF 1/2 BRS 90 ELL",Brass,$5.34,
,IBRLFBDB,,,"LF 1/2X1/4 BRS BUSH",Brass,$2.79,
,IBRLFBGD,,,"LF 1X1/2 BRS BUSH",Brass,$5.82,
,IBRLFCPLUGD,,,"LF 1/2 BRS SQ HD CORED PLUG",Brass,$3.69,
,IBRLFTD,,,"LF 1/2 BRS TEE",Brass,$6.15,
450054,IBRTD,BT,.5,"TEE, BRASS",Brass,$5.58,25-002-1-01-1-0005
420403,IBTC,TMI,.38,"TEE MI",Blk,$4.18,01-004-1-01-1-0004
420404,IBTD,TMI,.5,"TEE MI",Blk,$2.71,01-004-1-01-1-0005
420405,IBTF,TMI,.7,"TEE MI",Blk,$3.82,01-004-1-01-1-0007
400504,IG150UD,UMI,.5,"UNION MI",Glv,$10.11,01-004-8-01-2-0005
400505,IG150UF,UMI,.7,"UNION MI",Glv,$12.01,01-004-8-01-2-0007
400506,IG150UG,UMI,1,"UNION MI",Glv,$14.93,01-004-8-01-2-0010
400507,IG150UH,UMI,1.2,"UNION MI",Glv,$21.50,01-004-8-01-2-0013
400206,IG4G,E45MI,1,"ELL 45 MI IMP",Glv,$5.53,01-004-3-03-2-0010
400207,IG4H,E45MI,1.2,"ELL 45 MI IMP",Glv,$10.68,01-004-3-03-2-0013
400208,IG4J,E45MI,1.5,"ELL 45 MI IMP",Glv,$12.73,01-004-3-03-2-0015
400209,IG4K,E45MI,2,"ELL 45 MI IMP",Glv,$18.99,01-004-3-03-2-0020
400104,IG9D,EMI,.5,"ELL MI IMP",Glv,$2.22,01-004-3-01-2-0005
400105,IG9F,EMI,.7,"ELL MI IMP",Glv,$2.67,01-004-3-01-2-0007
400106,IG9G,EMI,1,"ELL MI IMP",Glv,$4.98,01-004-3-01-2-0010
400164,IG9GD,ERMI,1   x .5,"ELL RED MI IMP",Glv,$6.09,01-004-4-01-2-1005
400107,IG9H,EMI,1.2,"ELL MI IMP",Glv,$8.14,01-004-3-01-2-0013
400176,IG9HG,ERMI,1.2 x 1,"ELL RED MI IMP",Glv,$10.20,01-004-4-01-2-1210
400108,IG9J,EMI,1.5,"ELL MI IMP",Glv,$10.73,01-004-3-01-2-0015
400109,IG9K,EMI,2,"ELL MI IMP",Glv,$17.87,01-004-3-01-2-0020
400179,IG9KF,ERMI,2   x .7,"ELL RED MI IMP",Glv,$22.24,01-004-4-01-2-2007
400110,IG9L,EMI,2.5,"ELL MI IMP",Glv,$44.51,01-004-3-01-2-0025
401242,IGBDB,BMI,.5  x .2,"BUSHING, MI, IMPORT",Glv,$4.69,01-004-9-02-2-0502
401264,IGBGD,BMI,1   x .5,"BUSHING, MI, IMPORT",Glv,$5.21,01-004-9-02-2-1005
401265,IGBGF,BMI,1   x .7,"BUSHING, MI, IMPORT",Glv,$4.93,01-004-9-02-2-1007
400609,IGCAPK,CAPMI,2,"CAP MI IMP",Glv,$9.10,01-004-7-02-2-0020
,IGCAPL,,,"2-1/2 GALV MI 150# CAP",Glv,$28.92,
401209,IGFFK,FFMI,2,"FLOOR FLANGE, M.I.",Glv,$34.29,03-001-4-01-2-0020
,IGN1P12,,,"4X12 BLK GRV X THRD ADPT NIP",Blk,$35.28,
NG0220,IGNBK,NIPI,.2  x 2,"NIPPLE IMPORT",Glv,$3.35,02-001-1-03-2-0220
,IGNBL,,,"1/4X2-1/2 GALV STL NIP",Glv,$4.35,
NG0230,IGNBM,NIPI,.2  x 3,"NIPPLE IMPORT",Glv,$4.35,02-001-1-03-2-0230
NG0515,IGNDJ,NIPI,.5  x 1.5,"NIPPLE IMPORT",Glv,$2.65,02-001-1-03-2-0515
NG0520,IGNDK,NIPI,.5  x 2,"NIPPLE IMPORT",Glv,$2.70,02-001-1-03-2-0520
NG0525,IGNDL,NIPI,.5  x 2.5,"NIPPLE IMPORT",Glv,$3.15,02-001-1-03-2-0525
NG0530,IGNDM,NIPI,.5  x 3,"NIPPLE IMPORT",Glv,$3.15,02-001-1-03-2-0530
NG0540,IGNDP,NIPI,.5  x 4,"NIPPLE IMPORT",Glv,$3.85,02-001-1-03-2-0540
,IGNDR,,,"1/2X4-1/2 GALV STL NIP",Glv,$4.65,
NCG007,IGNFCL,NCLI,.7,"NIPPLE, CLOSE, IMPORT",Glv,$3.09,02-001-1-04-2-0007
NG0720,IGNFK,NIPI,.7  x 2,"NIPPLE IMPORT",Glv,$3.35,02-001-1-03-2-0720
NG0740,IGNFP,NIPI,.7  x 4,"NIPPLE IMPORT",Glv,$4.79,02-001-1-03-2-0740
NG0760,IGNFU,NIPI,.7  x 6,"NIPPLE IMPORT",Glv,$6.80,02-001-1-03-2-0760
NCG010,IGNGCL,NCLI,1,"NIPPLE, CLOSE, IMPORT",Glv,$4.20,02-001-1-04-2-0010
NG1020,IGNGK,NIPI,1   x 2,"NIPPLE IMPORT",Glv,$4.95,02-001-1-03-2-1020
NG1025,IGNGL,NIPI,1   x 2.5,"NIPPLE IMPORT",Glv,$5.34,02-001-1-03-2-1025
NG1030,IGNGM,NIPI,1   x 3,"NIPPLE IMPORT",Glv,$5.34,02-001-1-03-2-1030
NG1040,IGNGP,NIPI,1   x 4,"NIPPLE IMPORT",Glv,$6.45,02-001-1-03-2-1040
NG1055,IGNGT,NIPI,1   x 5.5,"NIPPLE IMPORT",Glv,$8.94,02-001-1-03-2-1055
NG1060,IGNGU,NIPI,1   x 6,"NIPPLE IMPORT",Glv,$8.94,02-001-1-03-2-1060
NG1220,IGNHK,NIPI,1.2 x 2,"NIPPLE IMPORT",Glv,$6.09,02-001-1-03-2-1220
NG1240,IGNHP,NIPI,1.2 x 4,"NIPPLE IMPORT",Glv,$7.90,02-001-1-03-2-1240
NG1560,IGNJU,NIPI,1.5 x 6,"NIPPLE IMPORT",Glv,$13.53,02-001-1-03-2-1560
NCG020,IGNKCL,NCLI,2,"NIPPLE, CLOSE, IMPORT",Glv,$9.29,02-001-1-04-2-0020
NG2030,IGNKM,NIPI,2   x 3,"NIPPLE IMPORT",Glv,$10.45,02-001-1-03-2-2030
NG2035,IGNKN,NIPI,2   x 3.5,"NIPPLE IMPORT",Glv,$12.69,02-001-1-03-2-2035
NG2040,IGNKP,NIPI,2   x 4,"NIPPLE IMPORT",Glv,$12.69,02-001-1-03-2-2040
NG2060,IGNKU,NIPI,2   x 6,"NIPPLE IMPORT",Glv,$18.83,02-001-1-03-2-2060
NCG040,IGNPCL,NCLI,4,"NIPPLE, CLOSE, IMPORT",Glv,$49.60,02-001-1-04-2-0040
NG4040,IGNPP,NIPI,4   x 4,"NIPPLE IMPORT",Glv,$59.34,02-001-1-03-2-4040
400704,IGPD,PMI,.5,"PLUG MI",Glv,$3.21,01-005-1-01-2-0005
,IGPF,,,"3/4 GALV MI SLD PLUG",Glv,$3.21,
401142,IGRCDB,RCMI,.5  x .2,"RED COUP MI IMP",Glv,$3.34,01-004-5-02-2-0502
401174,IGRCHD,RCMI,1.2 x .5,"RED COUP MI IMP",Glv,$10.14,01-004-5-02-2-1205
401196,IGRCKG,RCMI,2   x 1,"RED COUP MI IMP",Glv,$14.39,01-004-5-02-2-2010
401404,IGTD,TMI,.5,"TEE MI",Glv,$2.68,01-004-1-01-2-0005
401406,IGTG,TMI,1,"TEE MI",Glv,$7.38,01-004-1-01-2-0010
401646,IGTGDG,TRMI,1   x .5  x 1,"TEE RED MI",Glv,$10.51,01-004-2-01-2-105A
401664,IGTGGD,TRMI,1   x 1   x .5,"TEE RED MI",Glv,$8.72,01-004-2-01-2-10A5
401407,IGTH,TMI,1.2,"TEE MI",Glv,$12.35,01-004-1-01-2-0013
401671,IGTHGD,TRMI,1.2 x 1   x .5,"TEE RED MI",Glv,$17.38,01-004-2-01-2-12A5
401673,IGTHGF,TRMI,1.2 x 1   x .7,"TEE RED MI",Glv,$17.41,01-004-2-01-2-12A7
401674,IGTHHD,TRMI,1.2 x 1.2 x .5,"TEE RED MI",Glv,$15.14,01-004-2-01-2-12B5
401676,IGTHHG,TRMI,1.2 x 1.2 x 1,"TEE RED MI",Glv,$14.31,01-004-2-01-2-12BA
401432,IGTJHG,TRMI,1.5 x 1.2 x 1,"TEE RED MI",Glv,$21.52,01-004-2-01-2-15BA
401686,IGTJJG,TRMI,1.5 x 1.5 x 1,"TEE RED MI",Glv,$17.72,01-004-2-01-2-15CA
401889,IGTJJK,TRMI,1.5 x 1.5 x 2,"TEE RED MI",Glv,$20.46,01-004-2-01-2-15CD
401409,IGTK,TMI,2,"TEE MI",Glv,$25.72,01-004-1-01-2-0020
401540,IGTKJJ,TRMI,2   x 1.5 x 1.5,"TEE RED MI",Glv,$30.06,01-004-2-01-2-20CC
401550,IGTKKD,TRMI,2   x 2   x .5,"TEE RED MI",Glv,$28.57,01-004-2-01-2-20D5
401696,IGTKKG,TRMI,2   x 2   x 1,"TEE RED MI",Glv,$25.84,01-004-2-01-2-20DA
401410,IGTL,TMI,2.5,"TEE MI",Glv,$69.07,01-004-1-01-2-0025
,IMJBGPP,,,"4 MJ C153 BLT GSKT PK L/ GLAND",,$40.64,
,L1779804,,,"3/8 HEX SHK HOLE SAW ARBOR 5L",,$15.35,
,L1779805,,,"3/8 HEX SHK HOLE SAW ARBOR 6L",,$23.38,
,L1779810,,,"1/4X3-1/4 PILOT DRILL 1 CLAM",,$4.53,
,L3001919L,,,"1-3/16 HOLE SAW 19L",,$10.85,
,L3002020L,,,"1-1/4 HOLE SAW 20L",,$10.85,
,L3002222L,,,"1-3/8 HOLE SAW 22L",,$11.43,
,L3002424L,,,"1-1/2 HOLE SAW 24L",,$11.43,
,L3002828L,,,"1-3/4 HOLE SAW 28L",,$14.37,
,L3003232L,,,"2 HOLE SAW 32L",,$14.37,
,L3003636L,,,"2-1/4 HOLE SAW 36L",,$17.34,
,L3004040L,,,"2-1/2 HOLE SAW 40L",,$18.68,
,L3004444L,,,"2-3/4 HOLE SAW 44L",,$18.68,
,L3004848L,,,"3 HOLE SAW 48L",,$19.35,
,L3005656L,,,"3-1/2 HOLE SAW 56L",,$19.88,
,L3006464L,,,"4 HOLE SAW 64L",,$29.25,
,L96822,,,"VLV ACTION PAINT MED MRKR RED.",,$3.91,
,LFS1506,,,"6 FT F/GLS 300# STEP LADDER",,$122.78,
,LFS1508,,,"8 FT F/GLS 300# STEP LADDER",,$166.59,
,LFS1510,,,"10 FT F/GLS 300# STEP LADDER",,$248.05,
,LFS1512,,,"12 FT F/GLS 300# STEP LADDER",,$304.03,
,LHARDD10,,,"1/2 X 10 L HARD COP TUBE",,$5.38,
,LHARDG10,,,"1 X 10 L HARD COP TUBE",,$12.52,
,LHARDG20,,,"1 X 20 L HARD COP TUBE",,$9.61,
,LHARDJ10,,,"1-1/2 X 10 L HARD COP TUBE",,$21.82,
,LP3016,,,"200 FT ROLL BLUE 2 PLAS - SLV",,$38.89,
,M48390520,,,"18 TPI BMTL B/SAW BLD",,$7.99,
,M623221,,,"DEEP CUT BAND SAW W/CASE",,$299.99,
,M9500LM,,,"NATU COTT POLY STRING GLV",,$0.48,
,MHARDG20,,,"1 X 20 M HARD COP TUBE",,$7.36,
,MJ2LAP,,,"4 MJ C153 22-1/2 BEND L/A",,$69.16,
,MJ4LAP,,,"4 MJ C153 45 BEND L/A",,$73.15,
,MJ4LAU,,,"6 MJ C153 45 BEND L/A",,$116.38,
,MJ9LAP,,,"4 MJ C153 90 BEND L/A",,$87.78,
,MJ9LAU,,,"6 MJ C153 90 BEND L/A",,$143.64,
,MJ9LAX,,,"8 MJ C153 90 BEND L/A",,$207.48,
,MJF9LAU,,,"6 MJXFLG C153 90 BEND L/A",,$176.22,
,MJGX,,,"8 MJ C153 GLAND",,$31.00,
,MJSCAPLAP,,,"4 MJ C153 SLD CAP L/A",,$33.25,
,MJSCAPLAU,,,"6 MJ C153 SLD CAP L/A",,$58.52,
,MVC0334,,,"3/4 - 1 PVC PIPE CTTR *Z",,$39.90,
,MVC0342,,,"1 - 1-1/4 PVC PIPE CTTR",,$42.52,
,MVC0363RP,,,"RBLD KIT F/ 2 CPVC CTTR *Z",,$18.80,
,MVC63,,,"2 PVC ONE HAND CTTR",,$90.48,
,MVCE0334,,,"3/4 - 1 PVC CTTR BLD *Z",,$18.17,
,MVCE42A,,,"1-1/4 PIPE CTTR BLD",,$18.77,
,NSR100IRR4,,,"1 RESI-RSR IN RE PRV 4 GA",,$280.94,
,NTOPCFP200,,,"PILOT CLMP LCK H SAW GUIDE FP200",,$695.36,
,P1119720,,,"1/2 BRS AIR VENT F/ FIRE SPKLR SYS",Brass,$316.42,
,PAC1039,,,"1-1/4 - 6 MINI MITE W/ HAND CRANK",,$849.10,
,PBACPAK,,,"BAC-PAK TEST KIT",,$197.56,
,PF1212AD,,,"12X12 MTL UNIV ACC DR ALMO PRMR COA",,$53.56,
,PF1414AD,,,"14X14 MTL UNIV ACC DR ALMO PRMR COA",,$71.14,
290104,PF31D,CVSIPS,.5,"Swing Check Valve IPS",Brass,$8.06,06-002-5-08-1-0005
,PFFCB,,,"1/4 FLR CAP",,$0.86,
,PFFCD,,,"1/2 FLR CAP",,$2.12,
,PFM90037,,,"12 OZ POLY EXP INSUL FOAM",,$5.60,
,PFMFUBB,,,"1/4 OD X 1/4 MIP FLR UNION",,$1.73,
,PFMFUDD,,,"1/2 OD X 1/2 MIP FLR UNION",,$3.99,
,PFPG300K,,,"*NP 2 PRES GA 0-300#",,$10.73,
,PFPS1000B,,,"*NLA PLUMBERS SAW BLD",,$10.02,
,PFSP5161002,,,"2X5 16 GA SAF NAIL PLT",,$0.42,
,PFXCCS77,,,"LF 2 FIP X SWT DIELEC UNION",,$49.89,
578295,PHBCG,BOLT,.38 x 1,"BOLT HEX",Blk,$0.10,10-001-1-01-1-0410
,PHHBDJ,,,"1/2X1-1/2   PLTD H/HEAD BLT",,$0.26,
,PLH056350,,,"350 ML ANAEROBIC PIPE SEALANT",,$43.19,
,PLH056750,,,"750 ML ANAEROBIC PIPE SEALANT",,$75.29,
522225,POSYSY2,OSYSU2,,"OSYS-U2 SWITCH 1/2"-12" DBL CONTACT",Blk,$86.90,05-002-5-02-1-0000
521110,PPBA12010,ABAC,10,"ALARM BELL 120 VAC",Blk,$42.14,05-002-1-01-1-0100
521106,PPBA1206,ABAC,6,"ALARM BELL 120 VAC",Blk,$28.81,05-002-1-01-1-0060
521111,PPBD2410,ABDC,10,"ALARM BELL 24V DC",Blk,$35.28,05-002-1-02-1-0100
522250,PPCVS2,PCVS2,,"PCVS-2 BUTTERFLY/PIV TAMPER SWITCH",Blk,$81.02,05-002-5-04-1-0000
522105,PPS102A,PS10-2,,"PS10-2 DRY DBL PRESS SWITCH 1/2"",Blk,$102.51,05-002-2-01-1-0000
522112,PPS402A,PS40-2,,"PS40-2 HI/LO DBL PRESS SWITCH 1/2"",Blk,$102.51,05-002-2-02-1-0000
522261,PPTSC,PTSC,,"PTS-C PLUG TYPE SWITCH SPDT",Blk,$159.42,05-002-5-05-1-0000
522240,PRBVS,RBVS,,"RBVS BALL VALVE TAMPER SWITCH 1-2"",Blk,$156.80,05-002-5-03-1-0000
,PS000856,,,"*NLA 3/8 ZN STL FLT WSHR 100PK",,$7.82,
,PS000859,,,"*NLA ! 3/4 ZN STL FLT WSHR 12PK",,$4.82,
481087,PS10007,PDB,,"PIPE DOPE BRUSH, 3/4"",Blk,$1.40,11-001-1-10-1-0000
,PSDTU260S,,,"2X60 DUCT TAPE UTIL GRD SILV",,$6.58,
,PSG12252,,,"HPPE KNIT GLV CUT RES RUB PALM MED",,$10.72,
,PSG14452,,,"BLACK NITR FOAM COAT GLV MED",,$3.87,
,PSG14453,,,"BLACK NITR FOAM COAT GLV SZ LG",,$3.87,
,PSG14454,,,"BLACK NITR FOAM COAT GLV SZ XL",,$3.87,
,PSG16383PK,,,"100% COTT BROW JERSEY GLV 12 PR",,$11.00,
,PSH120R,,,"120 VAC INDR/OUTDR STROBE/HORN RED.",,$76.68,
,PSLUBXL1Q,,,"1 QT 2 LB PIPE JT LUB NSF NEW FORM",,$7.36,
,PSPWT210,,,"2X100 10 MIL PIPE WRAP TAPE",,$6.07,
,PSTTD520,,,"1/2X520 PTFE PIPE THRD TAPE",,$0.53,
,PVSRFS,,,"5 WATERFLOW SWCH F/ S10/40",,$131.00,
522141,PVSRK,VSRF,2,"VSR-F SADDLE TYPE FLOW SWITCH",Blk,$131.00,05-002-4-01-1-0020
522142,PVSRL,VSRF,2.5,"VSR-F SADDLE TYPE FLOW SWITCH",Blk,$131.00,05-002-4-01-1-0025
522143,PVSRM,VSRF,3,"VSR-F SADDLE TYPE FLOW SWITCH",Blk,$131.00,05-002-4-01-1-0030
522145,PVSRP,VSRF,4,"VSR-F SADDLE TYPE FLOW SWITCH",Blk,$131.00,05-002-4-01-1-0040
522146,PVSRS,VSRF,5,"VSR-F SADDLE TYPE FLOW SWITCH",Blk,$120.47,05-002-4-01-1-0050
,PVSRSG,,,"WATERFLOW W/ RETARD F/ CPVC *Z",,$120.80,
,PVSRST,,,"WATERFLOW W/ RETARD THRD UNION *Z",,$120.80,
522147,PVSRU,VSRF,6,"VSR-F SADDLE TYPE FLOW SWITCH",Blk,$131.00,05-002-4-01-1-0060
522148,PVSRX,VSRF,8,"VSR-F SADDLE TYPE FLOW SWITCH",Blk,$147.13,05-002-4-01-1-0080
522200,PVSSP,VSSP,,"VSSP FLOW SWITCH LESS/RET 1"-2" IPS",Blk,$111.65,05-002-4-04-1-0000
,R10883,,,"418 THRD MACH OILER COMPLETE",,$303.51,
,R15722,,,"PWR DRV COMP 115V 57RPM 300",,$4,571.00,
,R25638,,,"975 COMBO ROLL GRVR",,$948.41,
,R31010,,,"10 STRT PIPE WRCH SPW10",,$25.97,
,R31020,,,"14 STRT PIPE WRCH",,$33.20,
,R31090,,,"10 ALUM STRT PIPE WRCH 810",,$41.76,
,R31095,,,"14 ALUM STRT PIPE WRCH 814",,$54.22,
,R31100,,,"18 ALUM STRT PIPE WRCH 818",,$66.58,
,R31105,,,"24 ALUM STRT PIPE WRCH 82",,$104.54,
,R31110,,,"36 ALUM STRT PIPE WRCH 836",,$189.32,
,R31605,,,"10 PIPE WRCH HOOK JAW E579",,$14.91,
,R31610,,,"10 PIPE WRCH HEEL JAW & PIN",,$8.43,
,R31630,,,"E587 12 PIPE WRCH HOOK JAW",,$17.22,
,R31635,,,"12 & 14 PIPE WRCH HEEL JAW & PIN",,$10.83,
,R31655,,,"14 PIPE WRCH HOOK JAW E566",,$20.33,
,R31670,,,"18 PIPE WRCH HOOK JAW D344",,$28.43,
,R31700,,,"24 PIPE WRCH HEEL JAW & PIN",,$22.13,
,R32205,,,"PKG OF 2 SCRW 1/4X5/8",,$2.76,
,R32808,,,"1 GAL ENDURA CLR THRD CUT OIL",Glv,$32.99,
,R32880,,,"R44S HD PIPE CTTR",,$540.32,
,R33105,,,"HD PIPE CTTR WHL RF3",,$13.32,
,R33125,,,"HD STL PIPE CTTR WHL RF229",,$21.30,
,R35155,,,"1/2-1-1/2 PLAS DEBUR TOOL",,$22.87,
,R36273,,,"460-6 PORTBL TRISTAND CHAIN VISE",,$432.06,
,R36642,,,"B294 FT SWCH ASSY",,$264.10,
,R39970,,,"F672 LEV CLAMP",,$12.50,
,R44505,,,"PWR DRV HD ELEC SWCH",,$126.10,
,R44540,,,"BRSH ASSY E1491",,$23.15,
,R44715,,,"PWR DRV CHUCK JAW INS E1666X",,$94.10,
,R46205,,,"EYEBLT ASSY E513X",,$12.50,
,R46210,,,"E515 SHLDR BLT",,$5.00,
,R46215,,,"E 516X 312 COLL",,$44.60,
,R46220,,,"E517 312 THUMB SC",,$4.95,
,R46740,,,"E890-2 SERV CORD W/PLUG",,$71.90,
,R47765,,,"1/2-3/4 HS RH UNIV NPT DIE",,$173.32,
,R47770,,,"1-2 HS RH UNIV NPT DIE",,$173.32,
,R47790,,,"1-2 HS RH UNIV NPT DIE SS",,$173.32,
,R64962,,,"#73 DEBURRING TOOL",,$29.68,
,R72327,,,"#4 PUMP GUN W/HOSE",,$208.70,
,R72332,,,"#4 PUMP GUN",,$170.95,
,R73067,,,"KIT 418 SERV",,$53.75,
,R83080,,,"466S 4-6 HINGE CTTR",,$950.82,
,R83145,,,"468S 6-8 HINGE CTTR",,$1,257.04,
,R88232,,,"PLACE RG 915",,$1,085.54,
,R89720,,,"E10396X TRAY PIN & WSHR",,$3.20,
,R97065,,,"UNIV DIE HD ONLY 811A",,$416.23,
,RAP11002,,,"RAPTOR DRIP FREE CAULK GUN",,$10.55,
,RAP15502,,,"RAPTOR DEMO KEYHOLE SAW",,$10.55,
,RAP15508,,,"RAPTOR PRO MINI H/SAW",,$14.39,
,RAP16004,,,"RAPTOR PRO SLOT SD 1/4X6",,$5.33,
,RAP16012,,,"RAPTOR SD 6 IN 1",,$6.40,
,RAP16014,,,"RAPTOR PRO SD SET 6PC",,$26.70,
,RAP18010,,,"RAPTOR PRO 12 ADJ WRCH",,$25.43,
,RAP31201,,,"12/3 100FT SJTW HD EXT CORD LGTD YE",,$109.89,
,RAP31202,,,"12/3 50FT SJTW HD EXT CORD LGTD YE",,$78.23,
,RAP60002,,,"RAPTOR 1-1/4 RAT PVC PEX CTTR",,$21.96,
,RAP90101,,,"*0122 RAPTOR GEN DUTY MECH GLV MED",,$14.10,
,RAP90103,,,"*NLA RAPTOR GEN DUTY MECH GLV XLG P",,$14.10,
,RAPHS118,,,"*NLA 1-1/8 HOLE SAW 18L",,$12.38,
,RCG40W,,,"CVR PLT 135 DEG WHIT F/ G4 SER",,$12.28,
,RCTKPX,,,"4 - 8 RSR CHK TRIM KIT",,$127.98,
,REC66648,,,"10.3 OZ METACAULK MC150 SEAL",,$7.94,
,REL1,,,"3 GPM 300PSI ELEC PUMP",,$953.60,
,RGRW,,,"MOD G REC ESC WHIT",,$4.74,
578154,RRL12,HADI,.5,"DROP IN ANCHOR - STANDARD",Blk,$0.43,09-009-1-01-1-0005
578153,RRL38,HADI,.38,"DROP IN ANCHOR - STANDARD",Blk,$0.23,09-009-1-01-1-0004
,RRS1CS,,,"RACK STRP F/ TRUCK 2 PK",,$117.81,
,RRS2CS,,,"1-7/8 OD RND BRKT RACK STRP PR",,$117.81,
578156,RRT112,HADST,.5,"DROP IN ANCHOR SETTING TOOL",Blk,$2.42,09-009-1-03-1-0005
578155,RRT138,HADST,.38,"DROP IN ANCHOR SETTING TOOL",Blk,$1.53,09-009-1-03-1-0004
578152,RRX38,HADIS,.38,"SHORT DROP IN ANCHOR",Blk,$0.23,09-009-1-05-1-0004
,S33725,,,"1-1/4X25 FT FATMX TAPE MEASURE",,$26.61,
511052,S4201167,TRPSSS,1.2 x 1.2 x .7,"TEE REDUCING SSS CPVC FIRE",Blk,$4.48,14-001-2-02-1-12B7
,S4202130G,,,"1X1X1/2 CPVC/BRS SXSXF GSKT TEE",,$6.26,
,S4207130G,,,"1X1/2 BRS CPVC SXF GSKT 90 ELL",Brass,$5.39,
,S4216010,,,"1 CPVC SPKLR 22-1/2 ELL",,$2.19,
511232,S4220010,CCRSSPSS,1,"CROSS SSSS CPVC FIRE",Blk,$2.80,14-003-1-01-1-0010
